"GenBank.Accn","X.Replicon.Name","Start","Stop","Strand","GeneID","Locus.tag","Protein.product","Length","Protein.name","X..Sequence.Name","Sequence.Role","Assigned.Molecule","Assigned.Molecule.Location.Type","Relationship","RefSeq.Accn","Assembly.Unit","Sequence.Length","UCSC.style.name","SeqName","SeqName2a"
"GG663363.1","Un",508385,508887,"+","-","HCBG_00123","EEH10668.1",148,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",510854,511614,"-","-","HCBG_00124","EEH10669.1",214,"methionine-tRNA synthetase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",511889,513365,"-","-","HCBG_00125","EEH10670.1",355,"methionine-tRNA synthetase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",513704,515123,"+","-","HCBG_00126","EEH10671.1",332,"nuclear transport factor 2 domain-containing protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",515660,516267,"+","-","HCBG_00127","EEH10672.1",79,"60S ribosomal protein L38","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",516861,517320,"-","-","HCBG_00128","EEH10673.1",110,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",518795,520969,"-","-","HCBG_00129","EEH10674.1",565,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",521774,522205,"-","-","HCBG_00130","EEH10675.1",113,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",523450,524904,"+","-","HCBG_00131","EEH10676.1",484,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",526048,527088,"+","-","HCBG_00132","EEH10677.1",346,"2-nitropropane dioxygenase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",527836,529525,"-","-","HCBG_00133","EEH10678.1",450,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",530496,533755,"+","-","HCBG_00134","EEH10679.1",1063,"metallopeptidase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",535096,536119,"-","-","HCBG_00135","EEH10680.1",278,"S-adenosylmethionine (SAM)-dependent methyltransferase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",536381,537871,"-","-","HCBG_00136","EEH10681.1",115,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",538273,538708,"-","-","HCBG_00137","EEH10682.1",115,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",541199,543037,"+","-","HCBG_00138","EEH10683.1",373,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",544232,545041,"-","-","HCBG_00139","EEH10684.1",247,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",546392,547879,"-","-","HCBG_00140","EEH10685.1",495,"tRNA-dihydrouridine synthase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",549211,550074,"-","-","HCBG_00141","EEH10686.1",287,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",551991,553351,"+","-","HCBG_00142","EEH10687.1",295,"inorganic pyrophosphatase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",555239,555871,"-","-","HCBG_00143","EEH10688.1",210,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",558939,559259,"-","-","HCBG_00144","EEH10689.1",106,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",559703,561409,"+","-","HCBG_00145","EEH10690.1",453,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",561753,563150,"+","-","HCBG_00146","EEH10691.1",394,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",563683,565030,"+","-","HCBG_00147","EEH10692.1",307,"4-nitrophenylphosphatase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",565270,566742,"-","-","HCBG_00148","EEH10693.1",490,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",566938,567954,"+","-","HCBG_00149","EEH10694.1",229,"ATP-dependent Clp protease proteolytic subunit","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",568339,569402,"-","-","HCBG_00150","EEH10695.1",329,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",569748,572260,"-","-","HCBG_00151","EEH10696.1",614,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",573009,574819,"+","-","HCBG_00152","EEH10697.1",490,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",576179,578082,"-","-","HCBG_00153","EEH10698.1",512,"aspartyl aminopeptidase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",581077,583148,"+","-","HCBG_00154","EEH10699.1",598,"cell division cycle protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",584266,585330,"-","-","HCBG_00155","EEH10700.1",320,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",585887,586774,"+","-","HCBG_00156","EEH10701.1",295,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",589361,590199,"+","-","HCBG_00157","EEH10702.1",228,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",591689,595826,"-","-","HCBG_00158","EEH10703.1",1271,"structural maintenance of chromosomes protein 1","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",597607,599143,"-","-","HCBG_00159","EEH10704.1",403,"protein kinase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",600125,601762,"+","-","HCBG_00160","EEH10705.1",545,"ankyrin repeat protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",602368,604009,"+","-","HCBG_00161","EEH10706.1",523,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",604692,606463,"+","-","HCBG_00162","EEH10707.1",538,"MRS7 family protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",607511,608776,"+","-","HCBG_00163","EEH10708.1",313,"NUDIX domain-containing protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",609483,611216,"+","-","HCBG_00164","EEH10709.1",577,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",612491,613918,"-","-","HCBG_00165","EEH10710.1",475,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",614196,616476,"+","-","HCBG_00166","EEH10711.1",654,"tripeptidyl peptidase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",616739,618412,"-","-","HCBG_00167","EEH10712.1",472,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",619769,621649,"+","-","HCBG_00168","EEH10713.1",502,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",622416,623636,"-","-","HCBG_00169","EEH10714.1",298,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",624262,626121,"+","-","HCBG_00170","EEH10715.1",619,"tripeptidyl peptidase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",626756,627428,"-","-","HCBG_00171","EEH10716.1",107,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",627829,629102,"+","-","HCBG_00172","EEH10717.1",246,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",629458,632272,"-","-","HCBG_00173","EEH10718.1",759,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",633421,636958,"+","-","HCBG_00174","EEH10719.1",1088,"alpha-mannosidase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",637995,639162,"-","-","HCBG_00175","EEH10720.1",242,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",639615,640636,"+","-","HCBG_00176","EEH10721.1",201,"ctr copper transporter","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",640919,642920,"-","-","HCBG_00177","EEH10722.1",565,"F-box protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",643652,645302,"+","-","HCBG_00178","EEH10723.1",386,"ATP-dependent RNA helicase EIF4A","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",647450,648952,"+","-","HCBG_00179","EEH10724.1",383,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",649247,650152,"-","-","HCBG_00180","EEH10725.1",232,"fumarylacetoacetate hydrolase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",650468,650860,"+","-","HCBG_00181","EEH10726.1",108,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",652621,654735,"+","-","HCBG_00182","EEH10727.1",626,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",655729,656837,"+","-","HCBG_00183","EEH10728.1",307,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",658359,660211,"+","-","HCBG_00184","EEH10729.1",555,"SRm160/300 splicing coactivator","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",661568,664003,"+","-","HCBG_00185","EEH10730.1",811,"dual specificity protein kinase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",664813,665571,"-","-","HCBG_00186","EEH10731.1",252,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",665914,666954,"+","-","HCBG_00187","EEH10732.1",261,"ribosomal large subunit","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",667693,670086,"-","-","HCBG_00188","EEH10733.1",786,"nitrogen regulatory protein OTam","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",672315,674620,"-","-","HCBG_00189","EEH10734.1",638,"polyphenoloxidase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",675920,676909,"-","-","HCBG_00190","EEH10735.1",160,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",678525,679300,"-","-","HCBG_00191","EEH10736.1",227,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",680191,682462,"-","-","HCBG_00192","EEH10737.1",671,"cell division control protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",685461,687322,"-","-","HCBG_00193","EEH10738.1",525,"zinc/cadmium resistance protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",688772,690947,"-","-","HCBG_00194","EEH10739.1",517,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",691611,692180,"-","-","HCBG_00195","EEH10740.1",189,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",692447,693040,"+","-","HCBG_00196","EEH10741.1",153,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",694261,697806,"-","-","HCBG_00197","EEH10742.1",1181,"conserved hypothetical protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",698750,699744,"+","-","HCBG_00198","EEH10743.1",108,"hypothetical protein HCBG_00198","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",701528,703313,"-","-","HCBG_00199","EEH10744.1",438,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",703701,704265,"+","-","HCBG_00200","EEH10745.1",149,"predicted protein","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",704764,704963,"+","-","HCBG_00201","EEH10746.1",55,"hypothetical protein HCBG_00201","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",706286,707293,"-","-","HCBG_00202","EEH10747.1",128,"60S ribosomal protein L33","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
"GG663363.1","Un",708125,709297,"+","-","HCBG_00203","EEH10748.1",359,"2OG-Fe(II) oxygenase","supercont2.1","unplaced-scaffold","na","na","<>","na","Primary Assembly",3777229,"na","supercont2.1","Supercontig_2.1"
