"RefSeq.Accn","X.Replicon.Name","Start","Stop","Strand","GeneID","Locus","Locus.tag","Protein.product","Length","Protein.name","X..Sequence.Name","Sequence.Role","Assigned.Molecule","Assigned.Molecule.Location.Type","GenBank.Accn","Relationship","Assembly.Unit","Sequence.Length","UCSC.style.name","SeqName","SeqName2a"
"NC_026745.1","1",241070,243341,"+",23883954,"-","CNAG_00086","XP_012046176.1",688,"N2,N2-dimethylguanosine tRNA methyltransferase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",243899,246004,"-",23883955,"-","CNAG_00087","XP_012046517.1",682,"hypothetical protein CNAG_00087","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",246560,247967,"-",23883956,"-","CNAG_00088","XP_012046518.1",274,"prohibitin PHB1","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",248275,249563,"-",23883957,"-","CNAG_00089","XP_012046519.1",331,"exosome complex component RRP4","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",249912,251676,"+",23883958,"-","CNAG_00090","XP_012046177.1",421,"hypothetical protein CNAG_00090","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",249912,251676,"+",23883958,"-","CNAG_00090","XP_012046520.1",421,"hypothetical protein, variant","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",253478,255301,"+",23883959,"-","CNAG_00091","XP_012046521.1",534,"hypothetical protein CNAG_00091","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",256069,256590,"+",23883960,"-","CNAG_00092","XP_012046522.1",117,"mitochondrial protein","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",256916,259695,"-",23883961,"-","CNAG_00093","XP_012046178.1",746,"hypothetical protein CNAG_00093","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",261285,262588,"+",23883962,"-","CNAG_00094","XP_012046523.1",359,"NAD-dependent epimerase/dehydratase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",262739,266546,"-",23883963,"-","CNAG_00095","XP_012046524.1",1165,"hypothetical protein CNAG_00095","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",266961,268587,"+",23883964,"-","CNAG_00096","XP_012046525.1",521,"hypothetical protein CNAG_00096","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",268906,271370,"-",23883965,"-","CNAG_00097","XP_012046526.1",567,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",273829,275038,"+",23883966,"-","CNAG_00098","XP_012046527.1",329,"palmitoyl-protein thioesterase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",275157,278008,"-",23883967,"-","CNAG_00099","XP_012046528.1",856,"minichromosome maintenance protein 3","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",278264,280321,"+",23883968,"-","CNAG_00100","XP_012046529.1",584,"stress-induced-phosphoprotein 1","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",280893,281839,"-",23883969,"-","CNAG_00101","XP_012046530.1",267,"hypothetical protein CNAG_00101","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",282191,283788,"-",23890166,"-","CNAG_07309","XP_012047016.1",415,"mRNA surveillance protein pelota","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",284021,284966,"+",23890167,"-","CNAG_07310","XP_012047017.1",230,"hypothetical protein CNAG_07310","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",285901,289440,"+",23883970,"-","CNAG_00104","XP_012046531.1",1100,"elongation factor 3","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",289772,291138,"-",23883971,"-","CNAG_00105","XP_012046532.1",286,"pyridoxal reductase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",292159,296404,"-",23883972,"two-component system sensor molecule","CNAG_00106","XP_012046533.1",1213,"two-component system sensor protein","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",297451,299293,"+",23883973,"-","CNAG_00107","XP_012046534.1",556,"hypothetical protein CNAG_00107","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",299388,300947,"-",23883974,"-","CNAG_00108","XP_012046535.1",484,"RuvB-like helicase 1","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",301258,301647,"+",23883975,"-","CNAG_00109","XP_012046537.1",129,"large subunit ribosomal protein L34, variant","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",301258,301647,"+",23883975,"-","CNAG_00109","XP_012046536.1",129,"large subunit ribosomal protein L34","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",301890,304135,"-",23883976,"-","CNAG_00110","XP_012046538.1",648,"hypothetical protein CNAG_00110","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",304331,306761,"+",23883977,"-","CNAG_00111","XP_012046539.1",761,"splicing factor 3A subunit 1","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",306812,308717,"-",23890168,"-","CNAG_07311","XP_012047018.1",619,"compass component bre2","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",309264,312058,"+",23890169,"-","CNAG_07312","XP_012046179.1",739,"hypothetical protein CNAG_07312","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",312397,313780,"-",23883978,"-","CNAG_00115","XP_012046540.1",379,"chlorophyll synthesis pathway protein BchC","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",315063,315998,"+",23883979,"-","CNAG_00116","XP_012046541.1",252,"small subunit ribosomal protein S3","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",316825,318851,"-",23883980,"-","CNAG_00117","XP_012046180.1",459,"delta14-sterol reductase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",319109,319753,"-",23883981,"-","CNAG_00118","XP_012046542.1",160,"hypothetical protein CNAG_00118","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",319922,320592,"+",23883982,"-","CNAG_00119","XP_012046181.1",183,"hypothetical protein CNAG_00119","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",320757,321743,"-",23883983,"-","CNAG_00120","XP_012046182.1",278,"hypothetical protein CNAG_00120","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",322145,323820,"-",23883984,"-","CNAG_00121","XP_012046543.1",344,"glycerol-3-phosphate dehydrogenase (NAD())","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",324829,326898,"-",23883985,"-","CNAG_00122","XP_012046544.1",561,"alpha-amylase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",329030,330136,"-",23883986,"-","CNAG_00123","XP_012046545.1",303,"hypothetical protein CNAG_00123","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",330810,332816,"+",23883987,"-","CNAG_00124","XP_012046546.1",551,"hypothetical protein CNAG_00124","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",335372,337716,"+",23883988,"-","CNAG_00125","XP_012046183.1",640,"hypothetical protein CNAG_00125","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",338239,339303,"-",23883989,"-","CNAG_00126","XP_012046547.1",275,"2-deoxy-D-gluconate 3-dehydrogenase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",340498,341131,"+",23890170,"-","CNAG_07313","XP_012046184.1",126,"hypothetical protein CNAG_07313","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",341632,343375,"-",23883990,"-","CNAG_00127","XP_012046185.1",481,"hypothetical protein CNAG_00127","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",345835,349644,"+",23883991,"-","CNAG_00128","XP_012046186.1",1058,"hypothetical protein CNAG_00128","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",350879,352471,"+",23883992,"-","CNAG_00129","XP_012046548.1",440,"hypothetical protein CNAG_00129","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",354645,357920,"+",23883993,"-","CNAG_00130","XP_012046187.1",618,"CAMK/CAMK1/CAMK1-RCK protein kinase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",358451,360205,"+",23883994,"-","CNAG_00131","XP_012046188.1",337,"alcohol dehydrogenase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",360605,362888,"-",23883995,"-","CNAG_00132","XP_012046550.1",715,"hypothetical protein, variant","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",360605,362888,"-",23883995,"-","CNAG_00132","XP_012046549.1",715,"hypothetical protein CNAG_00132","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",364008,364781,"+",23883996,"-","CNAG_00133","XP_012046551.1",127,"hypothetical protein CNAG_00133","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",365087,367684,"-",23883997,"-","CNAG_00134","XP_012046552.1",758,"hypothetical protein CNAG_00134","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",367934,368463,"+",23883998,"-","CNAG_00135","XP_012046553.1",137,"cyclophilin","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",368615,372320,"-",23883999,"-","CNAG_00136","XP_012046554.1",1015,"ubiquitin-activating enzyme E1","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",372877,374191,"-",23884000,"-","CNAG_00137","XP_012046189.1",323,"hypothetical protein CNAG_00137","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",374563,375759,"+",23884001,"-","CNAG_00138","XP_012046555.1",323,"ubiquinone biosynthesis methyltransferase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",376482,377931,"-",23884002,"-","CNAG_00139","XP_012046556.1",285,"hypothetical protein CNAG_00139","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",379229,380739,"-",23884003,"-","CNAG_00140","XP_012046557.1",435,"U1 small nuclear ribonucleoprotein 70kDa","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",381091,382597,"+",23884004,"-","CNAG_00141","XP_012046558.1",442,"monooxygenase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",383256,385933,"+",23884005,"-","CNAG_00142","XP_012046559.1",799,"hypothetical protein CNAG_00142","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",386986,389134,"+",23884006,"-","CNAG_00143","XP_012046190.1",647,"phosphoribosylaminoimidazolesuccinocarboxamide synthase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",389309,390317,"-",23884007,"-","CNAG_00144","XP_012046561.1",264,"hypothetical protein, variant","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",389309,390317,"-",23884007,"-","CNAG_00144","XP_012046560.1",264,"hypothetical protein CNAG_00144","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",390828,392250,"+",23884008,"-","CNAG_00145","XP_012046562.1",377,"actin-2","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",392383,394078,"-",23884009,"-","CNAG_00146","XP_012046563.1",383,"5\'/3\'-nucleotidase SurE","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",394476,402702,"+",23884010,"-","CNAG_00147","XP_012046564.1",2531,"pre-mRNA-processing-splicing factor 8","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",403089,409446,"+",23884011,"-","CNAG_00148","XP_012046565.1",1998,"hypothetical protein CNAG_00148","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",410587,411283,"+",23884012,"-","CNAG_00149","XP_012046566.1",93,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 4","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",411943,415150,"+",23884013,"-","CNAG_00150","XP_012046191.1",951,"peptidase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",415523,418296,"+",23884014,"-","CNAG_00151","XP_012046192.1",822,"transcription elongation regulator 1","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",418482,420087,"-",23884015,"-","CNAG_00152","XP_012046193.1",431,"hypothetical protein CNAG_00152","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",420364,422049,"+",23884016,"-","CNAG_00153","XP_012046194.1",510,"hypothetical protein CNAG_00153","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",420364,421575,"+",23884016,"-","CNAG_00153","XP_012046567.1",359,"hypothetical protein, variant","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",422287,424170,"-",23884017,"-","CNAG_00154","XP_012046568.1",459,"oxidoreductase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",425086,425834,"-",23884018,"-","CNAG_00155","XP_012046569.1",225,"hypothetical protein CNAG_00155","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",427608,431302,"-",23884019,"-","CNAG_00156","XP_012046571.1",1094,"hypothetical protein, variant","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",427608,431302,"-",23884019,"-","CNAG_00156","XP_012046570.1",1094,"hypothetical protein CNAG_00156","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",432456,432911,"+",23884020,"-","CNAG_00157","XP_012046572.1",82,"hypothetical protein CNAG_00157","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
"NC_026745.1","1",433036,435353,"-",23884021,"-","CNAG_00158","XP_012046573.1",641,"glycosyltransferase","1","assembled-molecule","1","Chromosome","CP003820.1","=","Primary Assembly",2291499,"na","1","Supercontig_3.1"
